name,status,espnId,dob,citizenship,debutUsed,checkNote
Leon Aliu,found,4584163,1989-07-14,Albania,2016-04-24,
Mando Gutierrez,found,4876401,1997-02-24,USA,2019-09-07,
Nurullo Aliev,found,5092398,2000-12-08,Tajikistan,2018-02-03,
Raul Rosas Jr.,found,5088844,2004-10-08,Mexico,2021-11-26,
Richard Jacobi,found,5076594,1993-09-28,Brazil,2021-08-21,
Ashiek Ajim,found,4795255,1994-06-19,Trinidad,2019-05-31,
Donovan Beard,found,5088537,1989-11-05,USA,2020-11-13,
Emiliano Linares,found,5088846,1997-04-21,Ecuador,2019-07-13,
Jack Jenkins,found,5088885,1993-11-03,Australia,2016-06-17,
Joao Elias,found,4871197,1995-01-08,Brazil,2013-03-23,
Mateus Mendonca,found,5088891,1999-01-17,Brazil,2019-07-13,
Rafael Estevam,found,5076593,1996-08-10,Brazil,2015-06-26,
Sam Patterson,found,5088916,1996-04-30,England,2017-04-29,
Vinicius Sacchelli Cenci,miss,,,,,
Bogdan Grad,found,5144006,1995-09-28,Austria,2019-02-02,
Caio Machado,ambiguous,,,,,2 MMA ids
Cesar Almeida,ambiguous,,,,,3 MMA ids
Kevin Borjas,found,5144066,1997-12-06,Peru,2018-07-27,
Kevin Szaflarski,found,5075334,1994-12-30,Poland,2015-10-30,
Lucas Fernando,found,5119021,1997-01-10,Brazil,2017-07-08,
Payton Talbott,found,5144008,1998-09-09,USA,2021-11-27,
Tom Nolan,found,5144007,2000-03-08,Australia,2020-12-12,
Victor Dias,found,4788298,1990-12-26,Brazil,2017-03-25,
Abdul-Kareem Al-Selwady,found,4695485,1995-04-10,Palestine,2012-09-07,
Cameron Smotherman,found,5144320,1997-09-17,USA,2021-03-06,
Charalampos Grigoriou,found,4878592,1992-03-31,Cyprus,2014-10-05,
Eduarda Moura,found,5143888,1994-02-28,Brazil,2022-03-27,
Emrah Sonmez,found,5115163,1992-06-26,Türkiye,2013-10-05,
George Hardwick,found,4764301,1996-12-06,England,2017-08-19,
Hyder Amil,found,5027356,1990-05-28,Philippines,2017-11-18,
Ibo Aslan,found,4684240,1996-04-23,Türkiye,2016-10-15,
Janaina Silva,found,5143887,1992-02-16,Brazil,2019-08-31,
Eli Aronov,found,5143224,1996-06-06,Israel,2018-07-07,
Isis Verbeek,found,4403762,1995-01-12,Netherlands,2018-11-16,
Josefine Knutsson,found,5007635,1996-01-16,Sweden,,
Kaik Brito,found,5056138,1997-03-26,Brazil,2015-09-12,
Luis Pajuelo,found,5144312,1994-12-12,Peru,2019-11-13,
Oban Elliott,found,4900808,1997-12-19,Wales,2019-03-02,
Robbie Ring,found,5147245,2000-07-14,USA,2021-01-30,
Zach Reese,found,5143223,1994-03-24,USA,,
Bolaji Oki,found,5145682,1995-11-15,Belgium,2018-03-17,
Carlos Prates,found,4294832,1993-08-17,Brazil,2012-03-17,
Chandler Cole,found,4358022,1995-01-09,USA,2016-08-13,
Dylan Salvador,found,4914335,1993-05-20,France,2019-04-26,
Marco Tulio,found,5138111,1994-06-13,Brazil,2017-06-10,
Mitch Ramirez,found,4816283,1992-11-03,USA,2019-03-22,
Thomas Petersen,found,4869702,1995-03-30,USA,2019-07-27,
Yousri Belgaroui,found,5149815,1992-06-29,Netherlands,2021-01-22,
Brendson Ribeiro,found,4379328,1996-09-08,Brazil,2015-07-10,
Bruno Lopes,found,4691323,1993-04-24,Brazil,2013-08-10,
Chad Hanekom,found,5068827,1990-04-20,South Africa,2015-12-12,
Dione Barbosa,found,4801725,1992-05-08,Brazil,2018-07-07,
Dylan Budka,found,5032015,2000-01-14,USA,2022-01-21,
Jean Silva,ambiguous,,,,,5 MMA ids
Kevin Vallejos,found,5145681,2001-12-08,Argentina,2021-09-04,
Rainn Guerrero,found,5144319,1992-05-13,USA,2019-10-04,
Ramon Taveras,found,5152409,1994-01-09,USA,2019-11-09,
Serhiy Sidey,found,5146229,1996-07-04,Ukraine,2018-06-23,
A.J. Cunningham,found,4685730,1994-09-07,USA,2018-08-18,
James Llontop,found,5075748,1999-08-02,Peru,2017-04-29,
Jean Matsumoto,found,5149439,1999-09-09,Brazil,2018-01-24,
Jhonata Diniz,ambiguous,,,,,2 MMA ids
Kasey Tanner,found,5149436,1992-01-11,USA,2018-06-09,
Dylan Mantello,found,4935217,1992-11-19,USA,2019-09-13,
Kaynan Kruschewsky,found,4868702,1991-04-04,Brazil,2013-11-23,
Stephanie Luciano,ambiguous,,,,,2 MMA ids
Talita Alencar,found,5139556,1990-10-17,Brazil,2021-07-02,
Angel Pacheco,found,4893608,1992-01-13,USA,2013-06-29,
Carli Judice,found,5172179,1999-03-02,USA,2022-10-15,
Danny Barlow,found,5152138,1995-08-02,USA,2021-10-29,
Danny Silva,found,4702589,1997-01-30,USA,2019-05-25,
Ernesta Kareckaite,found,5149147,1998-06-05,Lithuania,2019-03-16,
Raheam Forest,found,5088544,1997-07-11,USA,2021-03-06,
Victor Madrigal,found,4688624,1990-08-16,Mexico,2007-11-01,
Vinicius Oliveira,found,4884877,1995-11-30,Brazil,2015-12-19,
Eduardo Torres,ambiguous,,,,,2 MMA ids
Jose Medina,ambiguous,,,,,2 MMA ids
Magomed Gadzhiyasulov,found,5149440,1993-11-04,Bahrain,2021-02-27,
Mauricio Ruffy,found,5122238,1996-06-17,Brazil,2016-09-18,
Murtaza Talha Ali,miss,,,,,
Raimond Magomedaliev,found,4565683,1990-06-10,Russia,2015-03-05,
Victor Hugo,found,4293183,1992-11-22,Brazil,2011-09-24,
Andre Lima,found,5157669,1999-02-04,Brazil,2022-10-08,
Cortavious Romious,found,4775129,1994-01-06,USA,2018-06-30,
Davi Bittencourt,found,5149442,1994-10-12,Brazil,2017-08-12,
Issa Isakov,found,4683526,1989-10-22,Luxembourg,2014-10-31,
Jair Farias,found,5157670,1993-03-16,Brazil,2014-09-13,
Lucas Rocha,found,5146278,2000-08-12,Brazil,2016-12-10,
MarQuel Mederos,found,5157668,1996-11-30,USA,2021-06-20,
Rickson Thai Zenidim Bueno,miss,,,,,
Torrez Finney,found,4050996,1998-10-24,USA,2022-02-19,
Yuri Panferov,found,5147207,1996-08-30,Russia,2021-04-30,
An Tuan Ho,found,5200305,2000-09-27,Vietnam,2022-02-11,
Ernie Juarez,found,5212749,1998-01-12,USA,2018-07-07,
Jose Delgado,rejected,5223435,,,,name mismatch: Jose Miguel Delgado
Lone'er Kavanagh,found,5147737,1999-06-09,England,2019-03-02,
Mansur Abdul-Malik,found,5211221,1997-10-07,USA,2021-10-23,
Mikheil Sazhiniani,found,5149722,1996-10-05,Georgia,2018-12-15,
Wesley Schultz,miss,,,,,
Billy Brand,found,5144174,1996-07-03,USA,2013-05-18,
Cameron Rowston,miss,,,,,
Cody Haddon,found,5001014,1998-09-08,Australia,2020-10-10,
Hugo Cunha,found,4863329,1993-02-04,Brazil,2017-12-15,
Andrey Pulyaev,found,5211225,1997-09-10,Russia,2023-03-17,
Liam Anderson,found,4705665,1995-01-13,USA,2018-09-21,
Michael Aswell Jr.,miss,,,,,
Austin Bashi,found,5120304,2001-09-29,USA,2020-11-11,
Dorian Ramos,found,5172335,1993-12-31,USA,2021-07-02,
Josias Musasa,found,5212850,1998-10-10,Democratic Republic of Congo,2022-11-05,
Navajo Stirling,found,5216713,1997-11-07,New Zealand,2022-09-23,
Otari Tanzilovi,found,5212853,1998-04-09,Georgia,2018-10-02,
Phillip Latu,miss,,,,,
Taiga Iwasaki,found,5224461,1997-07-07,Japan,2020-06-27,
Aaron Tau,found,5215272,1993-08-21,New Zealand,2019-03-30,
Arthur Lopes,found,5212857,1993-02-17,Brazil,2015-03-30,
Elijah Smith,miss,,,,,
Tallison Teixeira,found,5212856,1999-12-07,Brazil,2021-10-30,
Alexia Thainara,found,5075992,1995-11-20,Brazil,2018-06-09,
Cam Teague,found,5222338,1998-02-13,USA,2023-03-04,
Daniel Frunza,found,5153082,1994-04-13,Romania,2016-03-19,
Rose Conceicao,miss,,,,,
Vadym Kutsyi,found,4082400,1991-07-18,Belarus,2014-03-29,
Abdelah Er-Ramy,miss,,,,,
Alberto Montes,found,4571450,1994-05-31,Venezuela,2012-08-25,
Bartosz Szewczyk,found,5081274,1997-09-18,Poland,2021-02-20,
Carlos Calderon,found,5125484,1996-02-10,USA,2020-12-12,
Christien Savoie,found,5150152,1992-08-29,Canada,2015-02-28,
David Martinez,ambiguous,,,,,2 MMA ids
Diyar Nurgozhay,found,5213352,1997-04-22,Kazakhstan,2017-12-15,
Jacobe Smith,found,5149961,1996-01-17,USA,2021-10-08,
Xavier Franklin,found,5235875,1995-10-15,USA,2021-09-18,
Islam Dulatov,found,5212748,1998-08-02,Germany,2019-09-07,
Lucas Triverio Camacho,miss,,,,,
Mario Pinto,found,5218817,1998-03-14,Portugal,2021-10-02,
Vanilton Antunes,miss,,,,,
Antonio Monteiro,found,5057385,1995-07-02,Brazil,2013-06-29,
Heraldo Souza,found,5147552,1994-12-15,Brazil,2018-09-08,
Nick Klein,found,5134399,1995-09-08,USA,2021-06-27,
Yadier del Valle,found,5213179,1996-07-29,Cuba,2019-06-15,
Guilherme Uriel,found,5220468,1997-02-18,Brazil,2022-03-05,
Josh Hokit,miss,,,,,
Abdul Rakhman Yakhyaev,rejected,5291025,,,,name mismatch: Abdul-Rakhman Yakhyaev
Alik Lorenz,found,5220971,1997-01-25,USA,2021-05-08,
Cristian Perez,ambiguous,,,,,2 MMA ids
Darion Abbey,found,4413642,1993-02-25,USA,2019-02-15,
Donte Johnson,found,5302831,1999-01-25,USA,2024-08-17,
Manoel Sousa,found,5085291,1997-06-04,Brazil,2019-05-25,
Ryan Gandra,found,5291085,1995-05-08,Brazil,2022-02-19,
Trent Miller,found,5216997,1995-10-31,USA,2022-12-10,
Cezary Oleksiejczuk,found,5216978,2000-01-06,Poland,2018-03-23,
David Mgoyan,found,5295176,2004-06-25,Armenia,2022-11-28,
Theo Haig,found,4977642,1996-08-23,USA,2022-04-15,
Tommy McMillen,found,5212849,1997-12-15,USA,2019-11-09,
Anthony Guarascio,found,5292023,1994-02-26,USA,2023-10-28,
Felipe Franco,found,5292014,2001-01-22,Brazil,2025-09-09,
Freddy Vidal,found,5307524,1994-05-06,USA,2024-10-18,
Lerryan Douglas,found,4958170,1995-04-27,Brazil,2013-06-15,
Steven Asplund,found,5239615,1998-07-16,USA,2023-11-11,
Hecher Sosa,found,5236383,1995-08-25,Spain,2020-02-08,
Iwo Baraniewski,found,5307810,1998-11-20,Poland,2022-09-27,
Macksom Lee,miss,,,,,
Mahamed Aly,found,5307811,1994-01-11,Brazil,2024-01-20,
Djani Barbir,found,5282616,1997-08-09,Croatia,,
Jair de Oliveira,found,5308872,1996-05-09,Brazil,,
Mantas Kondratavicius,found,5264925,1999-07-17,Lithuania,2022-01-22,
Rafael Tobias,found,5308871,2003-03-20,Brazil,2022-03-12,
Damian Pinas,found,5292022,2002-03-12,Aruba,2022-08-06,
Demba Seck,found,5110465,1993-07-07,Senegal,2021-05-15,
Kurtis Campbell,found,5310075,2002-07-29,England,,
Vitor Costa,found,5144075,2000-09-19,Brazil,2021-06-27,
Imanol Rodriguez,found,5289578,1999-11-15,Mexico,2022-11-04,
Luke Fernandez,found,5310572,1995-06-29,USA,2023-03-31,
Rafael Pergentino,found,5295167,2002-01-08,Brazil,2023-01-14,
Roque Conceicao Moreira Junior,miss,,,,,
Dan Spohn,found,3024141,1984-10-12,USA,2009-11-25,
Angel DeAnda,miss,,,,,
Thanh Le,found,3895524,1985-08-28,USA,2013-11-08,
Lazar Stojadinovic,found,2557012,1989-03-22,Serbia,2007-09-26,
Sidney Outlaw,found,4040925,1992-04-11,USA,2013-02-02,
Michael Cora,found,4237605,1989-08-24,,2015-10-03,
Kyler Phillips,found,4237015,1995-06-12,USA,2016-03-04,
James Gray Jr.,miss,,,,,
John Castaneda,found,4063869,1991-12-18,USA,2012-09-22,
Cheyden Leialoha,found,4237014,1994-03-15,USA,2015-08-01,
Shelton Graves,found,4013988,1985-10-23,USA,2012-10-27,
Everett Sims,found,4245091,1988-09-04,USA,2014-10-24,
Grant Dawson,found,3931156,1994-02-20,USA,2014-08-29,
Adrian Diaz,found,3074719,1988-04-26,USA,2011-05-01,
Cameron Olson,found,4028629,1989-11-22,USA,2014-07-26,
Karl Reed,miss,4245681,,,,no dob on record
Tiffany Masters,miss,4232927,,,,no dob on record
Elias Garcia,ambiguous,,,,,2 MMA ids
Hugo Flores,miss,4350924,,,,no dob on record
Jose Luis Verdugo,found,3953056,1984-04-16,Mexico,2010-10-02,
Ricardo Hernandez,found,4688620,1990-03-18,Mexico,2013-11-23,
Guillermo Torres,found,5204222,1986-08-19,Mexico,2018-03-15,
Marco Beristain Castillo,miss,,,,,
Carlos Castaneda,miss,,,,,
Abraham Flores,miss,,,,,
Montel Jackson,found,4339130,1992-04-24,USA,2017-06-24,
Rico DiSciullo,found,4252349,1986-10-12,USA,2013-09-07,
Emiliano Sordi,found,3146345,1991-02-15,Argentina,2009-09-27,
Ricky Palacios,found,4239492,1987-07-05,USA,2012-11-17,
Toby Misech,found,3020395,1988-03-07,USA,2012-01-21,
Chibwikem Onyenegecha,found,4349152,1994-04-18,,2015-03-07,
Alex Munoz,miss,,,,,
Nick Newell,found,2953005,1986-03-17,USA,2009-06-20,
Alex Gilpin,found,4070902,1992-03-26,USA,2015-01-31,
J.R. Coughran,miss,,,,,
Mayra Bueno Silva,found,4371001,1991-08-22,Brazil,2016-04-30,
Mayana Souza dos Santos,miss,,,,,
Marcio Alexandre Jr.,found,3108776,1989-05-03,Brazil,2016-07-09,
Leonardo Silva,miss,5310951,,,,no dob on record
Thiago Moises,found,3955778,1995-03-23,Brazil,2012-05-19,
Gleidson Moraes Cutis,miss,,,,,
Gisele Moreira,found,4030631,1981-01-14,Brazil,2013-10-12,
Dayana Silva,ambiguous,,,,,2 MMA ids
Tony Johnson,miss,,,,,
Justin Gonzales,found,4423425,1991-04-28,USA,2016-07-16,
Zach Zane,found,4030352,1989-12-14,USA,2015-01-23,
Kevin Syler,found,4424582,1993-07-29,Bolivia,2014-04-03,
Lance Lawrence,found,4424478,1993-06-26,USA,2016-02-06,
J.J. Okanovich,found,4407930,1990-11-04,USA,2015-05-30,
Christian Lohsen,found,4426306,1995-01-24,USA,2017-02-24,
Lucrezia Ria,found,4234751,1992-06-24,Italy,2015-12-05,
Marilia Santos,found,4350860,1992-12-10,Brazil,2013-06-01,
Julius Anglickas,found,4248475,1991-07-23,Lithuania,2016-01-30,
Philip Rowe,miss,,,,,
Ricky Steele,found,4569668,1988-05-26,USA,2013-05-18,
Phil Caracappa,found,4303035,1992-06-05,USA,2017-02-24,
T.J. Brown,found,4063667,1990-05-22,USA,2013-11-09,
Dylan Lockard,found,4569669,1992-05-19,USA,2016-08-12,
Orion Cosce,found,4687126,1994-07-15,USA,2018-09-01,
Matt Dixon,found,4686738,1995-10-09,USA,2017-09-23,
Kenneth Cross,found,4683705,1994-10-04,USA,2016-03-26,
Collin Huckbody,found,4341591,1994-09-29,USA,2017-03-18,
Kyron Bowen,found,4389513,1993-12-22,USA,2017-01-07,
Cameron Church,found,4685886,1990-09-27,USA,2019-04-05,
Leomana Martinez,miss,,,,,
Muhammadjon Naimov,miss,,,,,
Korey Kuppe,found,4683397,1989-01-23,USA,2013-11-16,
Danyelle Wolf,found,4375603,1983-09-08,USA,,
Taneisha Tennant,found,4684925,1989-06-15,USA,2019-05-31,
Kyle Driscoll,found,4246527,1994-09-23,USA,2016-04-22,
Dinis Paiva,found,3947116,1988-05-26,USA,2011-06-10,
Carlos Ulberg,found,4695736,1990-11-07,New Zealand,2011-08-26,
Bruno Oliveira,ambiguous,,,,,2 MMA ids
Mario Filipe de Sousa,miss,,,,,
Mariusz Ksiazkiewicz,found,4684922,1989-10-04,Poland,2011-05-13,
Danny Sabatello,found,4606413,1993-03-31,USA,2018-07-21,
Taylor Moore,found,4237930,1993-10-16,USA,2015-09-12,
Azamat Murzakanov,found,4227265,1989-04-12,Russia,2010-02-13,
Matheus Scheffel,found,3110833,1992-11-04,Brazil,2012-02-11,
Mo Miller,found,4875508,1992-08-10,USA,2019-08-03,
Jasmine Jasudavicius,found,4835135,1989-03-01,Canada,2019-07-13,
Julia Polastri,found,4686723,1998-03-05,Brazil,2017-09-23,
Mike Malott,found,3165120,1991-11-07,Canada,2011-04-16,
Kathryn Paprocki,found,4403763,1993-04-28,USA,2018-10-13,
Karine Silva,found,3309918,1993-12-02,Brazil,2013-06-15,
Qihui Yan,found,4568503,1996-10-21,China,2016-07-28,
Olivier Murad,found,4892416,1993-12-21,Haiti,2018-03-17,
Bin Xie,found,4892415,1998-02-28,China,2016-07-01,
Maheshate Hayisaer,miss,,,,,
Jilunzhou Qiu,miss,,,,,
Jonas Bilharinho,found,4884867,1990-05-22,Brazil,2011-01-29,
Juan Puerta,found,4204320,1988-01-20,USA,2011-04-22,
Zhifa Shang,found,4286781,1986-03-15,China,2012-06-07,
Kaleio Romero,found,4879763,1996-04-19,USA,2018-03-31,
Waldo Cortes-Acosta,rejected,4903365,,,,name mismatch: Waldo Cortes Acosta
Danilo Suzart,found,5060387,1991-04-12,Brazil,2018-02-24,
Billy Goff,rejected,4706975,,,,name mismatch: Billy Ray Goff
Karolina Wojcik,found,4683551,1994-09-12,Poland,2018-04-21,
Sandra Lavado,found,5044439,1994-05-03,Peru,2016-12-07,
Esteban Ribovics,found,5074131,1996-04-27,Argentina,2015-12-12,
Thomas Paull,found,5074276,1994-10-15,England,2015-06-13,
Jesus Santos Aguilar,miss,,,,,
Sedriques Dumas,found,5060467,1995-08-06,USA,2018-06-09,
Matej Penaz,found,5060472,1996-10-14,Czechia,2020-11-21,
Mateusz Rebecki,found,4689965,1992-11-03,Poland,2014-04-05,
Rodrigo Lidio,found,5044376,1989-07-07,Brazil,2014-12-14,
Victoria Dudakova,miss,,,,,
Jafel Filho,found,3896934,1993-05-05,Brazil,2012-07-07,
Roybert Echeverria,found,5075937,1995-08-21,Venezuela,2020-09-25,
Zachary Reese,miss,,,,,
Josefine Lindgren Knutsson,miss,,,,,
Timothy Cuamba,miss,,,,,
Mateo Alejandro Vogel,miss,,,,,
Patricia Alujas,found,5145494,1996-05-08,Paraguay,2016-02-06,
Shamil Gaziev,found,5145498,1990-02-10,Bahrain,2020-10-24,
Greg Velasco,found,5121866,1993-09-23,USA,2021-05-29,
Daniel James Allen,miss,,,,,
Jacobi Jones,found,5077056,1996-05-24,USA,2021-03-26,
Igor Severino,rejected,5145496,2003-04-21,,2018-12-15,implausible: debut age 15.7
Jhonata Silva,found,5126213,1997-04-24,Brazil,2014-10-03,
Mario Piazzon,found,5149190,1998-04-06,Brazil,2021-11-07,
Alexander Soldatkin,found,5119702,1993-06-10,Germany,2015-08-01,
Rami Hamed,found,4295666,1991-04-25,Lebanon,2015-02-09,
Meng Ding,found,4813565,1994-09-27,China,2015-12-31,
Andreas Gustafsson,found,4738749,1991-02-20,Sweden,2019-01-27,
Pat Pytlik,found,5212851,1989-04-24,Canada,2014-05-16,
Michael Imperato,found,4245470,1989-09-01,Canada,2010-10-23,
Michael Aswell,found,5212738,2000-09-27,USA,2021-05-16,
Matthieu Letho Duclos,found,5013686,1995-04-04,France,2019-10-19,
Malcolm Wellmaker,found,5212854,1994-06-04,USA,2023-06-24,
Adam Bramhald,found,4421157,1994-03-24,England,2015-12-05,
Nick Piccininni,found,5195917,1996-12-16,USA,2021-06-18,
Jack Duffy,found,5211224,1995-10-02,USA,2019-10-05,
Seok Hyeon Ko,miss,,,,,
Igor Cavalcanti,found,5214599,1997-10-10,Brazil,2021-08-14,
Djorden Santos,found,5211247,1997-08-01,Brazil,2015-03-21,
Will Currie,found,4848673,1998-11-12,England,2019-03-02,
Yuneisy Duben,found,5211223,1996-07-08,Venezuela,2019-02-01,
Shannon Clark,found,5211222,1992-07-07,Canada,2022-10-01,
Quillan Salkilld,found,5157667,1999-12-28,Australia,2021-02-13,
Gauge Young,found,5085318,2000-07-14,USA,2020-12-11,
Nicolle Caliari,found,4239113,1996-11-04,Brazil,2015-12-13,
Corinne Laframboise,found,4690484,1989-05-25,Canada,2017-01-28,
Benjamin Bennett,ambiguous,,,,,2 MMA ids
Joey Hart,found,5218816,1997-06-24,USA,2022-07-16,
Ateba Abega Gautier,miss,,,,,
Yura Naito,found,5218420,1996-04-26,Japan,2020-09-27,
Danylo Voievodkin,found,5216851,2000-07-19,Ukraine,2021-08-28,
Bailey Schoenfelder,found,4047571,1997-09-22,USA,2021-05-21,
Kevin Christian,found,5216849,1995-01-21,Brazil,2014-09-29,
Francesco Mazzeo,found,5220883,1997-09-23,Italy,2021-12-18,
Artem Vakhitov,found,5217935,1991-04-04,Russia,2023-06-11,
Islem Masraf,found,5217455,1996-06-07,France,2023-05-11,
Kody Steele,found,5212351,1995-04-21,USA,2022-02-06,
Chasen Blair,found,5193167,1998-10-14,USA,2022-04-02,
Sean Gauci,found,5001017,1996-10-07,Australia,2014-04-05,
Anthony Drilich,found,5218814,1994-03-17,Australia,2017-05-27,
Luis Gurule,found,5218137,1993-11-16,USA,2022-06-03,
Julieta Martinez,found,5223854,2004-09-14,Argentina,,
Leslie Hernandez,found,5223853,1997-12-29,USA,2022-05-06,
Jonathan Micallef,found,5236142,1999-03-05,Australia,2023-11-18,
Mohamed Ado,found,5218668,2000-05-03,Niger,,
Ilian Bouafia,found,5287881,1996-11-13,France,2021-07-01,
Neemias Santana,found,5287948,1996-07-10,Brazil,2015-04-25,
Ty Cole Miller,miss,,,,,
Jimmy Drago,found,5264471,1995-02-18,USA,2019-05-31,
Baisangur Susurkaev,found,5296753,2001-01-08,Russia,2019-12-22,
Radley da Silva,found,5265556,1995-06-20,Canada,2013-07-05,
George Mangos,found,5279283,2003-08-19,Australia,2023-03-04,
Christopher Ewert,miss,,,,,
Jose Mauro Delano,miss,,,,,
Manuel Exposito,found,5219928,2000-05-09,Argentina,2019-03-16,
Brandon Holmes,found,5296762,1997-02-05,USA,2023-12-02,
Louis Lee Scott,found,5212852,2000-02-26,England,2020-03-14,
Kaushik Saikumar,found,5292169,1997-12-11,India,2023-04-22,
Ramiro Jimenez,found,5290796,1999-01-16,Mexico,2019-02-08,
Tommy Cuozzi,found,5290789,1999-08-31,USA,2019-10-19,
Marcio Barbosa,ambiguous,,,,,2 MMA ids
Damon Wilson,found,4915407,1993-04-29,USA,2018-02-17,
Abdul-Rakhman Yakhyaev,found,5291025,2001-01-03,Türkiye,2021-11-12,
Jean-Paul Lebosnoyani,found,4629138,1999-01-27,USA,2018-11-16,
Jack Congdon,found,5228596,1997-05-21,USA,2022-10-29,
Mandel Nallo,found,4063786,1989-07-26,Canada,2012-11-30,
Samuel Silva,found,5124146,1996-01-02,Brazil,2015-08-27,
Eduardo Henrique,ambiguous,,,,,2 MMA ids
Samuel Sanches,found,5293557,2003-01-28,Brazil,2024-04-28,
Carol Foro,found,5278269,1997-03-21,Brazil,2023-08-19,
Shanelle Dyer,found,5157674,2001-04-23,England,2023-04-22,
Thomas Gantt,miss,,,,,
Adam Livingston,found,5307815,2001-08-15,USA,2022-09-10,
Paddy McCorry,found,5109011,1997-12-09,Ireland,2021-08-12,
In Su Hwang,miss,,,,,
Cody Chovancek,found,5282412,1998-07-24,Canada,2021-11-20,
Raphael Uchegbu,found,5086848,1995-08-16,England,2019-05-04,
Murtazali Magomedov,found,5308768,1999-08-26,Kyrgyzstan,2023-11-18,
Brahyam Zurcher,found,4916608,1996-03-10,Mexico,2021-04-09,
Jeisla Chaves,found,5308769,1997-02-02,Brazil,,
Sofia Montenegro,found,5308770,1999-06-18,Argentina,,
Javier Reyes,ambiguous,,,,,2 MMA ids
Justice Torres,found,5277050,1997-10-19,USA,2021-05-16,
Louis Jourdain,found,4877916,1997-03-13,Canada,2017-01-13,
Magno Dias,found,5278268,1995-11-30,Brazil,,
Christopher Alvidrez,found,5310077,1996-12-27,USA,2022-06-03,
Eliezer Kubanza,found,5110297,1997-12-23,Democratic Republic of Congo,2021-11-03,
Rashid Vagabov,found,5174604,1998-06-27,Russia,2019-02-17,
Paulo da Silva,miss,,,,,
Magomed Zaynukov,found,5311034,1995-01-02,Russia,2021-02-20,
Lucas Caldas,found,5311046,1996-05-22,Brazil,2022-12-16,
Adrian Luna Martinetti,found,5310570,1995-08-20,Ecuador,2014-10-25,
Mark Vologdin,found,5310571,2000-04-18,Russia,2018-12-01,
Luis Felipe Dias,found,4693161,1995-01-17,Brazil,2017-08-26,
Donavon Hedrick,found,5311771,1997-03-21,USA,2021-04-17,
Levi Rodrigues,rejected,5312089,,,,name mismatch: Levi Rodrigues Jr.
Juan Diaz,found,5310574,1998-06-03,Peru,2018-12-08,
Won Il Kwon,ambiguous,,,,,2 MMA ids
Marwan Rahiki,found,5302274,2002-05-10,Morocco,2024-07-27,
Michael Oliveira,found,5282411,1998-01-21,Brazil,2022-02-19,
Victor Valenzuela,ambiguous,,,,,2 MMA ids
Jovan Leka,found,5312090,2002-03-15,Serbia,2022-02-19,
Azamat Nuftillaev,found,5101133,1994-01-01,Uzbekistan,2021-10-08,
Mario Mingaj,found,5296254,1998-10-28,Albania,2024-03-16,
Islam Makhachev,found,3332412,1991-10-27,Russia,2010-08-01,
Kyoji Horiguchi,found,2613374,1990-10-12,Japan,2010-05-09,
Yaroslav Amosov,found,4275020,1993-09-09,Ukraine,2012-06-14,
A.J. McKee,found,3821379,1995-04-07,USA,2015-04-10,
Movlid Khaybulaev,found,4300148,1990-10-16,Russia,2011-10-22,
Alexander Volkanovski,found,3949584,1988-09-29,Australia,2012-05-19,
Magomed Magomedkerimov,found,3094530,1990-01-10,Russia,2008-08-22,
Aljamain Sterling,found,3031559,1989-07-31,USA,2011-04-22,
Cristiane Justino,miss,,,,,
Movsar Evloev,found,4029275,1994-02-11,Russia,2014-11-25,
Gegard Mousasi,found,2431313,1985-08-01,Netherlands,2003-04-27,
Patricio Freire,miss,,,,,
Demetrious Johnson,found,2512089,1986-08-13,USA,2009-08-15,
Usman Nurmagomedov,found,4726566,1998-04-17,Russia,2017-03-26,
Alexandre Pantoja,found,2560746,1990-04-16,Brazil,2007-07-21,
Michael Page,found,3022067,1987-04-07,,2012-02-04,
Charles Oliveira,ambiguous,,,,,2 MMA ids
Raul Tutarauli,found,4074008,1992-05-10,Georgia,2011-09-17,
Dricus Du Plessis,found,3166126,1994-01-14,South Africa,2013-07-25,
Justin Gaethje,found,3022345,1988-11-14,USA,2011-08-20,
Umar Nurmagomedov,found,4569549,1996-01-03,Russia,2016-12-16,
Andrey Koreshkov,found,2980488,1990-08-23,Russia,2010-10-23,
Kairat Akhmetov,found,3952409,1987-10-12,Kazakhstan,2010-05-01,
Rajabali Shaidullaev,miss,,,,,
Taylor Lapilus,found,3151934,1992-04-08,France,2012-03-31,
Asu Almabayev,found,4294926,1994-01-25,Kazakhstan,2013-06-01,
Anatoly Tokov,found,3094512,1990-02-17,Russia,2009-11-03,
Denis Goltsov,found,3024604,1990-06-10,Russia,2010-08-19,
Hiromasa Ougikubo,ambiguous,,,,,2 MMA ids
Rinat Fakhretdinov,found,4712980,1991-09-28,Russia,2013-06-05,
Vadim Nemkov,found,3955014,1992-06-20,Russia,2013-05-31,
Ivan Buchinger,found,2970370,1986-02-14,Slovakia,2008-06-02,
Jiri Prochazka,found,3156612,1992-10-14,Czechia,2012-04-07,
Phil De Fries,found,2589311,1986-04-21,England,2009-04-26,
Alexander Shlemenko,found,2511246,1984-05-20,Russia,2004-02-19,
Karlos Vemola,found,2504244,1985-07-01,Czechia,2008-02-24,
Juan Archuleta,found,3152203,1987-09-13,USA,2013-08-09,
Goiti Yamauchi,found,3076910,1993-01-05,Brazil,2010-10-16,
